title,url,category,filetype,slide_count,publishing_consultancy,description
"A3 Problem Solving Process & Tools",https://flevy.com/browse/marketplace/a3-problem-solving-process-and-tools-1524,"Operational Excellence",PowerPoint,256,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive A3 presentation is your key to achieving Operational Excellence through Lean Methodologies."
"5S Techniques",https://flevy.com/browse/marketplace/5s-techniques-154,"Operational Excellence",PowerPoint,189,"Operational Excellence Consulting","Developed by a Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through Lean Methodologies."
"100+ Mergers and Acquisitions &#40;M&A&#41; SOPs",https://flevy.com/browse/marketplace/100-mergers-and-acquisitions-manda-sops-10071,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing M&A Initiatives."
"TWI Program: Job Instruction &#40;JI&#41; Training",https://flevy.com/browse/marketplace/twi-program-job-instruction-ji-training-607,"Operational Excellence",PowerPoint,129,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with a proven track record at Microsoft, IBM & Panasonic, this presentation is your gateway to mastering TWI Job Instruction for achieving Operational Excellence through Lean Methodologies."
"PPT Template for Communicating an Action Plan",https://flevy.com/browse/marketplace/ppt-template-for-communicating-an-action-plan-3461,"Operational Excellence",PowerPoint,22,"Clarity First ","McKinsey 3 years on staff, 15 years freelance trainer & coach | Barbara Minto Approved | BCG training designer | Coaches at FX10 and ASX 10 | Startup founder | Author | C-suite Coach."
"Change Management in Post-merger Integration (PMI)",https://flevy.com/browse/flevypro/change-management-in-post-merger-integration-pmi-3010,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore effective change management strategies for Post-Merger Integration (PMI) from ex-McKinsey & Big 4 consultants. Achieve seamless transitions and synergies."
"COBIT 2019 Decision Matrix and RACI Chart",https://flevy.com/browse/marketplace/cobit-2019-decision-matrix-and-raci-chart-5248,"Operational Excellence",Excel,,EdmeadFlevy,"COBIT 2019 Decision Matrix and RACI Chart Excel template. Download to streamline IT governance roles, responsibilities, and decision-making with ease."
"Sales & Operations Planning Presentation",https://flevy.com/browse/marketplace/sales-and-operations-planning-presentation-1050,"Operational Excellence",PowerPoint,60,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Enterprise Cost Reduction Approach",https://flevy.com/browse/marketplace/enterprise-cost-reduction-approach-704,"Operational Excellence",PowerPoint,36,"Documents & Files","Explore a comprehensive guide on Enterprise Cost Reduction (ECR) strategies, crafted by industry experts. Optimize controllable expenses with data-driven insights and actionable tools."
"Employee Engagement Measurement & Improvement",https://flevy.com/browse/flevypro/employee-engagement-measurement-and-improvement-5321,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Employee engagement PPT: Learn measurement, strategies, objectives, and action plans to boost workforce motivation. Download this comprehensive PowerPoint now."
"Performance Measurement",https://flevy.com/browse/flevypro/performance-measurement-1702,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Performance Measurement PPT: Learn Balanced Scorecard (BSC) framework, financial & non-financial KPIs, and strategic performance management. Download now."
"Operational Excellence Design Process",https://flevy.com/browse/marketplace/operational-excellence-design-process-2539,"Operational Excellence",PowerPoint,43,"Roger Price - Phase 5 Group","Discover a structured roadmap for operational excellence, crafted by industry experts. Align stakeholders, define principles, and ensure sustainable impact."
"CX Improvement Program: Customer Service Essentials",https://flevy.com/browse/marketplace/cx-improvement-program-customer-service-essentials-975,"Operational Excellence",PowerPoint,102,"Operational Excellence Consulting","Developed by a seasoned Customer Experience Expert with a proven track record at industry leaders such as Microsoft and IBM, this comprehensive presentation is your roadmap to enhancing customer experience and driving satisfaction."
"Balanced Scorecard Strategy Map",https://flevy.com/browse/marketplace/balanced-scorecard-strategy-map-256,"Operational Excellence",Excel,,"Demand Metric","Balanced Scorecard Strategy Map Excel template with KPIs and objectives. Download this BSC (Balanced Scorecard) tool to align strategy and measure performance."
"Business Continuity Risk Assessment &#40;BCRA&#41; Templates",https://flevy.com/browse/marketplace/business-continuity-risk-assessment-bcra-templates-1492,"Operational Excellence",Word,6,"Boris Agranovich","Based on work with Citibank, Bank of Tokyo Mitsubishi, and Capgemini, this template is developed by a Global Risk Leader and founder of the world's largest Risk Management community. SOX, ITIL, FFIEC, BS25999, ISO 17799/27001 compliant."
"PMO - Project Management Workbook",https://flevy.com/browse/flevypro/pmo-project-management-workbook-2454,"Operational Excellence",Excel,,Flevy,"Optimize project oversight with this Excel PMO Workbook, crafted by ex-McKinsey & Big 4 consultants. Streamline tracking, risk management, and collaboration."
"Post-merger Integration (PMI): IT Integration Framework",https://flevy.com/browse/flevypro/post-merger-integration-pmi-it-integration-framework-2985,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Explore this IT Integration Framework for Post-Merger Integration, crafted by ex-McKinsey & Big 4 consultants. Optimize synergies and streamline operations."
"Theory of Constraints",https://flevy.com/browse/flevypro/theory-of-constraints-1883,"Operational Excellence",PowerPoint,19,"PPT Lab","Theory of Constraints PPT: Learn Eliyahu Goldratt’s 5-step process to identify and manage bottlenecks. Download this practical TOC template now."
"Office 5S Audit Checklist",https://flevy.com/browse/marketplace/office-5s-audit-checklist-7995,"Operational Excellence",Excel,,"AM Consultancy","Developed by a former senior Operations direction who has worked for a number of large US Corporations.   This document is a ready to use audit form that will allow you to instantly audit your office area to understand the level of 5S deployed."
"Lean Thinking",https://flevy.com/browse/marketplace/lean-thinking-827,"Operational Excellence",PowerPoint,163,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through Lean Thinking."
"Lean Six Sigma - Process Risk Analysis &#40;FMEA&#41;",https://flevy.com/browse/marketplace/lean-six-sigma-process-risk-analysis-fmea-600,"Operational Excellence",PowerPoint,131,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation and templates cover a step-by-step approach to Process Risk Analysis &#40;FMEA&#41;."
"Supply Chain Performance & Metrics",https://flevy.com/browse/marketplace/supply-chain-performance-and-metrics-673,"Operational Excellence",PDF,25,"Documents & Files","Explore essential supply chain performance metrics in this comprehensive PDF by industry experts. Enhance operational effectiveness with tailored KPIs and benchmarking frameworks."
"Supply Chain & Business Risk Assessment",https://flevy.com/browse/marketplace/supply-chain-and-business-risk-assessment-615,"Operational Excellence",Excel,,adsupplychain,"Supply chain risk assessment template Excel: Download a detailed Supply Chain & Business Risk Assessment XLSX to identify, evaluate, and manage supplier and business risks effectively."
"ISO 9001:2015 &#40;QMS&#41; Awareness Poster",https://flevy.com/browse/marketplace/iso-90012015-qms-awareness-poster-5308,"Operational Excellence",PDF,3,"Operational Excellence Consulting","Developed by an ex-Management System Lead Auditor with global experience at industry giants like Microsoft and Underwriters Laboratories &#40;UL&#41;, this poster is your tool for raising ISO 9001 awareness and enhancing customer satisfaction."
"Training Within Industry &#40;TWI&#41; Frameworks",https://flevy.com/browse/marketplace/training-within-industry-twi-frameworks-2414,"Operational Excellence",PowerPoint,63,"Operational Excellence Consulting","Developed by a seasoned TWI Master Trainer with global experience at Microsoft, IBM and Panasonic, this collection serves as your resource for TWI Frameworks, enabling operational excellence and enhancing stakeholder satisfaction."
"Post-merger Integration (PMI): Revenue Synergies",https://flevy.com/browse/flevypro/post-merger-integration-pmi-revenue-synergies-3953,"Operational Excellence",PowerPoint,27,"LearnPPT Consulting","Explore a comprehensive guide on capturing Revenue Synergies in Post-merger Integration (PMI), crafted by ex-McKinsey & Big 4 consultants."
"Operational Excellence: Operational Interoperability",https://flevy.com/browse/flevypro/operational-excellence-operational-interoperability-3120,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Explore a strategic framework for Operational Excellence through Interoperability, crafted by ex-McKinsey & Big 4 consultants. Enhance collaboration across functions."
"Soft Side of Post-merger Integration (PMI)",https://flevy.com/browse/flevypro/soft-side-of-post-merger-integration-pmi-2930,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","PMI soft integration PPT: Learn key strategies for the soft side of post-merger integration. Get expert insights on culture, communication, and change management. Download now."
"Landed Cost Calculator for Australian Imports",https://flevy.com/browse/marketplace/landed-cost-calculator-for-australian-imports-5217,"Operational Excellence",Excel,,"3PL Manager","Freight cost calculator Excel for Australian imports. Get the Landed Cost Calculator XLSX template to accurately calculate import, shipping, and transport costs. Download now."
"Employee Suggestion System &#40;Kaizen Teian&#41;",https://flevy.com/browse/marketplace/employee-suggestion-system-kaizen-teian-157,"Operational Excellence",PowerPoint,211,"Operational Excellence Consulting","Developed by a Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to increasing employee engagement through Lean methodologies."
"Benchmarking for Superior Performance",https://flevy.com/browse/marketplace/benchmarking-for-superior-performance-156,"Operational Excellence",PowerPoint,241,"Operational Excellence Consulting","Developed by a Management Consultant &#40;ex-Microsoft and IBM&#41;, this presentation unlocks the potential of Benchmarking for transformative change and operational excellence."
"Project Management Workbook",https://flevy.com/browse/marketplace/project-management-workbook-436,"Operational Excellence",Excel,,"Daniel M.","Optimize your project management with this Excel workbook, crafted by industry experts. Streamline tasks, manage risks, and ensure accountability."
"Process Map Series: Introduction to Process Mapping",https://flevy.com/browse/marketplace/process-map-series-introduction-to-process-mapping-1525,"Operational Excellence",PowerPoint,12,BusinessRules,"This presentation, created by a former Ernst & Young management consultant whose global clients include Bridgewater and Fannie Mae, provides an introduction to process mapping."
"Collaborative Process Mapping",https://flevy.com/browse/marketplace/collaborative-process-mapping-97,"Operational Excellence",PowerPoint,24,"Process Consulting","Master Collaborative Process Mapping with this expert guide. Created by industry professionals, it details effective techniques for optimizing business processes."
"Supply Chain Sustainability",https://flevy.com/browse/flevypro/supply-chain-sustainability-5087,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore a comprehensive framework for Supply Chain Sustainability, crafted by ex-McKinsey and Big 4 consultants. Enhance your SCM strategy with actionable insights."
"Crisis Recovery Strategy",https://flevy.com/browse/flevypro/crisis-recovery-strategy-3024,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","Developed by ex-McKinsey & Big 4 consultants, this Crisis Recovery Strategy PPT offers a structured framework for balancing immediate actions with long-term goals."
"CFO Handbook &#40;600+ KPIs&#41;",https://flevy.com/browse/marketplace/cfo-handbook-600-kpis-9642,"Operational Excellence",PowerPoint,1324,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Financial Initiatives."
"Objectives and Key Results &#40;OKRs&#41;",https://flevy.com/browse/marketplace/objectives-and-key-results-okrs-9182,"Operational Excellence",PowerPoint,94,"Operational Excellence Consulting","Crafted by a seasoned Management Consultant &#40;ex-Microsoft & IBM&#41;, this deck is your key to achieving a competitive edge through the transformative power of the OKR goal-setting framework."
"Manufacturing KPI Management Excel Dashboard",https://flevy.com/browse/marketplace/manufacturing-kpi-management-excel-dashboard-8563,"Operational Excellence",Excel,,"Improve Your Excel","A manufacturing key performance indicator &#40;KPI&#41; is a clearly defined metric used to track, analyze, and improve production processes in terms of quantity, quality, and various cost considerations."
"Lean Six Sigma DMAIC Storyboard Template",https://flevy.com/browse/marketplace/lean-six-sigma-dmaic-storyboard-template-918,"Operational Excellence",PowerPoint,61,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this storyboard template is your pathway to achieving Operational Excellence through Lean Six Sigma Methodologies."
"Strategic Cost Reduction Primer",https://flevy.com/browse/flevypro/strategic-cost-reduction-primer-3741,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Explore a strategic cost reduction framework by ex-McKinsey & Big 4 consultants. Optimize costs, align with corporate strategy, and drive efficiency."
"Post Merger Integration &#40;PMI&#41; Handbook",https://flevy.com/browse/marketplace/post-merger-integration-pmi-handbook-6281,"Operational Excellence",PowerPoint,157,"Affinity Consulting Partners","The Affinity Consulting Partnership is a global powerhouse of experienced consultants, specializing in technology and digital-driven change."
"Best Practices in Direct Material Procurement",https://flevy.com/browse/marketplace/best-practices-in-direct-material-procurement-680,"Operational Excellence",PowerPoint,49,"Documents & Files","Direct material procurement PPT: Learn best practices in supplier selection, sourcing, and procurement processes. Download this expert presentation now."
"Matrix Organization: Matrix Management 2.0",https://flevy.com/browse/flevypro/matrix-organization-matrix-management-2-0-3584,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Explore Matrix Management 2.0, crafted by ex-McKinsey & Big 4 consultants. Enhance cross-functional collaboration and streamline project management."
"Key Success Factors",https://flevy.com/browse/marketplace/key-success-factors-210,"Operational Excellence",PowerPoint,8,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It explains a framework used by global strategy consulting firms for identifying and analyzing KSF/CSFs."
"Project Management Office &#40;PMO&#41; - Implementation Toolkit",https://flevy.com/browse/marketplace/project-management-office-pmo-implementation-toolkit-3821,"Operational Excellence",Excel,,"Gerard Blokdijk","Enhance your PMO with this comprehensive toolkit, crafted by industry experts. Access templates, diagnostics, and best practices for effective implementation."
"TPM Self-Assessment Guide & Tool",https://flevy.com/browse/marketplace/tpm-self-assessment-guide-and-tool-864,"Operational Excellence",PowerPoint,57,"Operational Excellence Consulting","Developed by a renowned JIPM-certified TPM Instructor with extensive experience at industry leaders like Continental and Micron, this TPM self-assessment guide is your key to successful and streamlined TPM implementation."
"ISO 19011:2018 &#40;Auditing Management Systems&#41; Training",https://flevy.com/browse/marketplace/iso-190112018-auditing-management-systems-training-4052,"Operational Excellence",PowerPoint,129,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft and IBM, this comprehensive presentation is your key to understanding ISO 19011 for effective management system auditing."
"Documents & Drawings Management Register &#40;DDMR&#41;",https://flevy.com/browse/marketplace/documents-and-drawings-management-register-ddmr-5214,"Operational Excellence",Excel,,"Prakash Patel &#40;DMS Trainer & Consultant)","Download this Master Document & Drawing Register Excel template—ideal for construction, engineering, or project teams to track versions, approvals, and revisions."
"Risk Management Process",https://flevy.com/browse/marketplace/risk-management-process-8766,"Operational Excellence",PowerPoint,65,"RadVector  Consulting","Developed by a team of security experts with global consulting experience at McKinsey, Deloitte, and Capgemini."
"Portfolio Management - Intuitive and Robust Concepts",https://flevy.com/browse/marketplace/portfolio-management-intuitive-and-robust-concepts-6270,"Operational Excellence",PowerPoint,142,"RadVector  Consulting","Developed by a team of experts with global consulting experience at McKinsey, Deloitte, and  Capgemini."
"Document Management - Numbering, Filing, Workflow, Transmit",https://flevy.com/browse/marketplace/document-management-numbering-filing-workflow-transmit-5725,"Operational Excellence",Excel,,ktharry87,"Streamline Excel template management with this Excel template, designed by industry experts. Automate workflows, approvals, and transmittals efficiently."
"Supply Chain Cost Reduction: Warehousing",https://flevy.com/browse/flevypro/supply-chain-cost-reduction-warehousing-5475,"Operational Excellence",PowerPoint,33,"LearnPPT Consulting","Enhance your supply chain efficiency with this PPT by ex-McKinsey and Big 4 consultants. Explore Lean Six Sigma strategies for warehousing cost reduction."
"15 Financial KPIs That Drive High Performance",https://flevy.com/browse/marketplace/15-financial-kpis-that-drive-high-performance-1298,"Operational Excellence",PowerPoint,39,SlideKraft,"Financial KPIs PPT: Download 15 key performance indicators like ROI, ROE, TSR, and EVA with formulas, definitions, and valuation methods for high performance."
"Lean Startup Canvas: Guide, Process and Tools",https://flevy.com/browse/marketplace/lean-startup-canvas-guide-process-and-tools-5227,"Operational Excellence",PowerPoint,56,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that provides an overview of and guidance the Running Lean Methodology and the Lean Canvas."
"World Class Planning & Performance Management",https://flevy.com/browse/marketplace/world-class-planning-and-performance-management-742,"Operational Excellence",PowerPoint,43,"Documents & Files","Explore world-class planning & performance management strategies in this expert PPT by a seasoned consultant. Enhance accountability & KPI alignment for success."
"Digital Supply Chain Strategy",https://flevy.com/browse/flevypro/digital-supply-chain-strategy-4023,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Explore a robust Digital Supply Chain Strategy crafted by ex-McKinsey and Big 4 consultants. Enhance resilience with actionable insights and templates."
"Manufacturing Startup Feasibility Model Excel Template",https://flevy.com/browse/marketplace/manufacturing-startup-feasibility-model-excel-template-8012,"Operational Excellence",Excel,,"Oak Business Consultant","The Manufacturing startup feasibility model excel template is a flexible model template that contains all the essential financial calculations."
"Overview of Baldrige Excellence Framework",https://flevy.com/browse/marketplace/overview-of-baldrige-excellence-framework-172,"Operational Excellence",PowerPoint,85,"Operational Excellence Consulting","Developed by an ex-Business Excellence Assessor with a proven track record at industry leaders such as Microsoft and IBM, this presentation is your guide to implementing the Baldrige Excellence Framework for organizational excellence."
"Value Stream Mapping &#40;VSM&#41; Project Template",https://flevy.com/browse/marketplace/value-stream-mapping-vsm-project-template-1100,"Operational Excellence",PowerPoint,63,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this project template is your pathway to achieving Operational Excellence through Lean Methodologies."
"Business Continuity Management System - Best Practices",https://flevy.com/browse/marketplace/business-continuity-management-system-best-practices-5338,"Operational Excellence",PowerPoint,30,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that covers key BCMS-related best practices and offers general guidance based on the ISO 22301:2019 standard."
"Guide to Delivering Best-in-Class Customer Care",https://flevy.com/browse/marketplace/guide-to-delivering-best-in-class-customer-care-2883,"Operational Excellence",PowerPoint,78,"P-Square Partners","Discover best practices for world-class customer care in this expert guide by an ex-McKinsey consultant. Optimize costs, enhance metrics, and boost efficiency."
"Project Portfolio Management",https://flevy.com/browse/marketplace/project-portfolio-management-5674,"Operational Excellence",PowerPoint,23,"Affinity Consulting Partners","The fundamental objectives of PPM is the optimal resource mix and scheduling that best aligns operational and financial goals."
"Product Management KPIs",https://flevy.com/browse/flevypro/product-management-kpis-5526,"Operational Excellence",PowerPoint,32,"LearnPPT Consulting","Explore essential Product Management KPIs developed by ex-McKinsey & Big 4 consultants. Enhance decision-making with actionable insights and templates."
"Supplier Relationship Management (SRM) - Supplier Segmentation",https://flevy.com/browse/flevypro/supplier-relationship-management-srm-supplier-segmentation-3013,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore the Supplier Segmentation Framework developed by ex-McKinsey & Big 4 consultants. Enhance value creation and optimize supplier relationships effectively."
"Performance Management Primer",https://flevy.com/browse/flevypro/performance-management-primer-2484,"Operational Excellence",PowerPoint,15,"PPT Lab","Performance management PPT: Learn key frameworks, training slides, and the full performance management cycle. Download this expert Performance Management Primer now."
"Manufacturing Strategy: Make vs. Buy",https://flevy.com/browse/flevypro/manufacturing-strategy-make-vs-buy-3159,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Make or buy decision PPT: Learn manufacturing strategy to optimize costs and operations. Get a clear, actionable Make vs. Buy framework. Download the PPT now."
"Closing the Strategy-to-Performance Gap",https://flevy.com/browse/flevypro/closing-the-strategy-to-performance-gap-2760,"Operational Excellence",PowerPoint,20,"PPT Lab","Explore a framework by ex-McKinsey & Big 4 consultants to close the Strategy-to-Performance Gap. Learn 7 actionable rules for enhanced execution."
"Risk Management: Cybersecurity Strategy",https://flevy.com/browse/flevypro/risk-management-cybersecurity-strategy-3132,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Risk management in cyber security PPT: Learn strategies for information security, IT risk, and governance. Download this comprehensive cybersecurity strategy presentation."
"Business Process Outsourcing (BPO) Sales Deck",https://flevy.com/browse/flevypro/business-process-outsourcing-bpo-sales-deck-1854,"Operational Excellence",PowerPoint,20,"LearnPPT Consulting","Business Process Outsourcing PPT: Download a professional BPO sales deck to showcase outsourcing services, market insights, and client benefits. Ready-to-use PowerPoint."
"Target Operating Model &#40;TOM&#41; Core Competencies &#40;600 KPIs&#41;",https://flevy.com/browse/marketplace/target-operating-model-tom-core-competencies-600-kpis-9201,"Operational Excellence",PowerPoint,1115,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Business Model Initiatives."
"Kaizen Workshop Playbook",https://flevy.com/browse/marketplace/kaizen-workshop-playbook-8014,"Operational Excellence",PowerPoint,48,"AM Consultancy","Developed by a former senior Operations direction who has worked for a number of large US Corporations.   This document is a ready to use and will allow you to instantly understand and action the steps required to conduct a Kaizen workshop."
"Eight Deadly Lean Wastes",https://flevy.com/browse/marketplace/eight-deadly-lean-wastes-3141,"Operational Excellence",PowerPoint,114,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through Lean Methodologies."
"Rapid Process Improvement",https://flevy.com/browse/marketplace/rapid-process-improvement-662,"Operational Excellence",PDF,128,"Documents & Files","Rapid Process Improvement PDF: Learn proven methodologies and access ready-to-use process improvement documents. Download detailed templates and guides now."
"Utility Company Business Capability Model",https://flevy.com/browse/marketplace/utility-company-business-capability-model-3614,"Operational Excellence",PDF,2,"R Bradley Consulting","Explore a comprehensive Utility Company Business Capability Model, crafted for Enterprise Architects by industry experts. Enhance operational efficiency and compliance."
"Project Plan PowerPoint Template",https://flevy.com/browse/marketplace/project-plan-powerpoint-template-1597,"Operational Excellence",PowerPoint,180,Marketingdocs,"Streamline project management with this customizable PowerPoint template featuring 20 unique slides and Gantt charts. Ideal for PMs and executives."
"Centre of Excellence &#40;CoE&#41; Proposal Example",https://flevy.com/browse/marketplace/centre-of-excellence-coe-proposal-example-3809,"Operational Excellence",PDF,1,"R Bradley Consulting","Explore a comprehensive CoE proposal for Rapid Application Delivery, crafted by industry experts. Ideal for C-level execs seeking operational excellence."
"PMO - Performance Management Plan",https://flevy.com/browse/flevypro/pmo-performance-management-plan-2430,"Operational Excellence",Excel,,Flevy,"Performance management template Excel: Download the PMO Performance Management Plan XLS for tracking KPIs, scorecards, and improving project outcomes efficiently."
"Risk Management SOPs &#40;600+ KPIs&#41;",https://flevy.com/browse/marketplace/risk-management-sops-600-kpis-9227,"Operational Excellence",PowerPoint,1587,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Risk Management Initiatives."
"Introduction to Operational Excellence (2-day workshop)",https://flevy.com/browse/marketplace/introduction-to-operational-excellence-2-day-workshop-1019,"Operational Excellence",PowerPoint,197,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Logistics and Transportation Value Chain",https://flevy.com/browse/marketplace/logistics-and-transportation-value-chain-8733,"Operational Excellence",PowerPoint,31,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for Logistics and Transportation Industry Value Chain Analysis."
"Silly Cow Exercise",https://flevy.com/browse/marketplace/silly-cow-exercise-5397,"Operational Excellence",PowerPoint,23,"Operational Excellence Consulting","Developed by a seasoned Design Thinking Consultant with a wealth of experience at industry giants like Microsoft and IBM, this exercise enhances team bonding and readies participants for tailored ideation sessions."
"Post-Merger Integration &#40;PMI&#41;: 6 Strategies for Synergies",https://flevy.com/browse/flevypro/post-merger-integration-pmi-6-strategies-for-synergies-5542,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Explore 6 PMI strategies for achieving revenue and cost synergies post-merger, crafted by ex-McKinsey and Big 4 consultants. Essential for M&A success."
"Post-merger Integration (PMI) Primer",https://flevy.com/browse/flevypro/post-merger-integration-pmi-primer-3950,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Explore our PMI Primer, crafted by ex-McKinsey & Big 4 consultants. Master M&A integration with proven strategies, templates, and a 100-day plan."
"Strategic Key Performance Indicators (KPIs)",https://flevy.com/browse/flevypro/strategic-key-performance-indicators-kpis-4031,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Explore strategic KPIs with insights from ex-McKinsey & Big 4 consultants. Enhance performance, drive automation, and optimize decision-making for success."
"Key Business Processes | Marketing and Sales",https://flevy.com/browse/marketplace/key-business-processes-marketing-and-sales-8176,"Operational Excellence",PowerPoint,14,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that provides a taxonomy of key business processes related to marketing and selling products and services"
"Lean Six Sigma 50 Tools & Templates",https://flevy.com/browse/marketplace/lean-six-sigma-50-tools-and-templates-5478,"Operational Excellence",PDF,33,"QMaxima Inc. - Simplifying Excellence ","These 50 LSS tools were developed by Master Black Belts and experts from GE, Deloitte, Fujitsu, and BlackBerry. Empower your LSS projects with our toolkit to ensure transformative results."
"5S Implementation Guidebook: 8 Steps of 5S Implementation",https://flevy.com/browse/marketplace/5s-implementation-guidebook-8-steps-of-5s-implementation-3178,"Operational Excellence",PowerPoint,162,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through Lean Methodologies."
"Project Management - Simplified Framework",https://flevy.com/browse/marketplace/project-management-simplified-framework-6209,"Operational Excellence",PowerPoint,166,"RadVector  Consulting","Developed by a team of experts with global consulting experience at McKinsey, Deloitte, and  Capgemini. It&#039;s in accordance with PMI Authorized Training Partners &#40;ATPs&#41; and based on the PMBOK Guide &#40;6th Edition&#41;."
"Introduction to Balanced Scorecard",https://flevy.com/browse/marketplace/introduction-to-balanced-scorecard-723,"Operational Excellence",PowerPoint,60,"Documents & Files","Balanced Scorecard PPT: Learn the framework, advantages, and examples with this Introduction to Balanced Scorecard presentation. Download the PPT now."
"SMED - Set-up Reduction Presentation",https://flevy.com/browse/marketplace/smed-set-up-reduction-presentation-1043,"Operational Excellence",PowerPoint,70,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Total Productive Maintenance - 30 Templates",https://flevy.com/browse/marketplace/total-productive-maintenance-30-templates-3143,"Operational Excellence",Excel,,"Nishil Josh","Total Productive Maintenance (TPM) Excel Templates: Download 30 ready-to-use sheets including OPL, Why-Why Analysis, Kaizen, and Inspection tools for shop floor TPM."
"Warehouse Costing: Cleansheet Analysis",https://flevy.com/browse/flevypro/warehouse-costing-cleansheet-analysis-5509,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Cleansheet analysis PPT: Learn warehouse costing with a detailed clean sheet costing template. Download this Warehouse Costing Cleansheet Analysis now."
"Capability Maturity Model (CMM) - Enterprise Architecture",https://flevy.com/browse/flevypro/capability-maturity-model-cmm-enterprise-architecture-2949,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore the Capability Maturity Model (CMM) for Enterprise Architecture, crafted by ex-McKinsey and Big 4 consultants. Elevate your EA maturity with this expert PPT."
